,index,Usuario,Titulo,Tipo,Descripcion,Año de lanzamiento,Clasificacion por edad,Duracion,imdb_usuario,imdb_puntuacion,imdb_votos
457,457.0,ts20358,Half & Half,SHOW,"Half & Half is an American sitcom that aired on UPN from September 23, 2002, to May 15, 2006. The show focuses on the lives of two paternal half-sisters in their twenties who were estranged throughout their childhood, and are finally developing a close relationship. The series is set in San Francisco.

It was the second-most-watched show on UPN's Monday night line-up and fourth overall on the network. The show was on The CW's first draft line-up in March 2006, but due to several circumstancesâ€”including The CW's contractual obligation to pick up Reba, the uncancelling of All of Us, and the pick-up of the Girlfriends spin-off The Gameâ€”Half & Half was left off the final Fall 2006 schedule and ended production. The series has aired in reruns on Global TV in Canada, Trouble in the UK and in local syndication in the United States. It also airs in the United States on TV One.",2002,TV-14,21,tt0320024,7,1827
458,458.0,ts23319,Timmy Time,SHOW,"Timmy Time is a British animated pre-school children's comedy series created by the BBC and Aardman Animations. It started broadcasting in the UK on CBeebies on 6 April 2009. The show is a spin off from the Shaun the Sheep animation which itself is a spin off from the Aardman series Wallace & Gromit, which introduced the character of Shaun. The first two series ran for 26 episodes. In the United Kingdom, the show's most recent run began in September 2011 on CBeebies. In Australia, season one commenced in May 2009 on ABC1 and season three started in May 2011 on ABC 4 Kids.",2009,TV-Y,14,tt1125758,6,1083
460,460.0,tm61056,Dil Chahta Hai,MOVIE,"Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension.",2001,G,183,tt0292490,8,71167
461,461.0,tm138497,Trailer Park Boys: Countdown to Liquor Day,MOVIE,"Ricky, Julian and Bubbles are about to get out of jail, and this time, Julian vows to go straight, even open a legit business. Soon the Boys will all be rich. At least that's what they've told the parole board. But when they arrive back at the park, they find it's not the same old Sunnyvale - and it's not the same old Jim Lahey, Trailer Park Supervisor.",2009,R,101,tt1337032,7,7451
462,462.0,tm93612,Bleach the Movie: Hell Verse,MOVIE,"Hell â€“ A place where beings that have committed mortal sins during their lifetime are sent. It is a realm where even Soul Reapers are forbidden to interfere. When a group of vicious Sinners plot to escape from this eternal prison, they discover that Substitute Soul Reaper Ichigo Kurosaki is the key to their freedom.",2010,PG-13,94,tt1785394,7,2416
465,465.0,ts63295,Vientos de agua,SHOW,"Vientos de agua is a 2006 cult Argentine- Spanish mini TV series created by Juan JosÃ© Campanella. The drama traces a Spaniard's emigration to Argentina in the 1930s, and, years later, his son's return to modern-day Spain.

It aired in Spain in January 2006, on Telecinco for only one series of 13 episodes.

While a hit in Argentina, because of lower ratings in Spain it was taken out of the prime-time slot to 1.00 in morning, and was eventually cancelled due to downloading of series from the internet.

Despite a campaign of support to continue into a second series it only produced 13 episodes. Despite this the series was a hit in DVD sellings.",2006,TV-MA,72,tt0459724,8,1034
467,467.0,tm36164,Naruto Shippuden the Movie: Bonds,MOVIE,"A mysterious group of ninjas makes a surprise attack on the Konohagakure, which takes great damage. The nightmare of another Shinobi World War could become a reality. Sasuke, who was still a missing nin from Konoha trying to kill his brother, Itachi, appears for the second time in front of Naruto at an unknown location to prevent it from happening.",2008,PG-13,90,tt1160524,6,4473
469,469.0,tm31564,Linewatch,MOVIE,"Academy Award Winner Cuba Gooding, Jr. is a Border Patrol Officer in the New Mexico desert with a secret past that is about to catch up with him. When his old gang leader tracks him down and forces him to smuggle drugs across the border, he must choose between the life he swore to leave behind and saving his family at any cost.",2008,R,90,tt1047832,5,2862
471,471.0,tm54147,Dostana,MOVIE,Two straight guys who pretend to be a gay couple to secure a posh Miami apartment fall for their gorgeous roommate. Hilarity ensures as Kunal and Sameer strive to convince everyone they are gay while secretly trying to win Neha's heart.,2008,PG-13,145,tt1185420,6,14944
477,477.0,tm34524,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",MOVIE,"A retelling of the Drum Island storyline from the manga. It features Franky, Nico Robin, and the Thousand Sunny, who weren't present in the original version.",2008,PG-13,95,tt1206326,7,1189
482,482.0,tm34846,Bleach the Movie: Fade to Black,MOVIE,"A mysterious reiatsu (spiritual particle) explosion occurs in the center of Seireitei in Soul Society, causing it to be destroyed. At the exact same time, a major change overwhelms Kuchiki Rukia, which leaves her losing something important inside. Urahara Kisuke sends Kurosaki Ichigo to Soul Society to investigate the disturbance. Upon reaching Seireitei, Ichigo is attacked by his ally shinigamis.",2008,PG-13,94,tt1339302,7,2151
484,484.0,ts44663,Oscar's Oasis,SHOW,"Oscar's Oasis is a is non-verbal animated cartoon produced by TeamTO and Tuba Entertainment in association with Cake Entertainment based on the original show broadcast on Disney Channel Asia. It started as a series of 1-2 minute shorts under the title Ooohhh Asis. Oscar's Oasis can be viewed on the Nintendo 3DS in 3D via Nintendo Video in Australia and Europe. In the United States, all 78 episodes can be seen on Netflix Streaming grouped into 19 meta-episodes of 4 episodes each and 1 meta-episode containing the last 2 episodes. In Latin America and Brazil, the Spanish and Portuguese dub airs on Cartoon Network Latin America.",2010,TV-Y,9,tt2080922,7,572
490,490.0,tm144345,Kal Ho Naa Ho,MOVIE,"Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her.",2003,PG,186,tt0347304,7,68028
491,491.0,tm70222,Sivaji: The Boss,MOVIE,Corrupt police and politicians target a computer engineer for trying to better the lives of less privileged citizens.,2007,PG-13,189,tt0479751,7,19556
493,493.0,ts37200,Trotro,SHOW,"Trotro is a little donkey with a head full of ideas. He knows exactly what he likes and doesn't like. He's a positive and engaging hero, with whom young children will easily identify.",2004,TV-G,3,tt1074443,6,120
494,494.0,tm98975,Guzaarish,MOVIE,"Ethan, a magician rendered paralyzed in an accident, sets off a furor when he makes a petition to the court to end his own life.",2010,PG,126,tt1438298,7,18466
498,498.0,tm23441,Kabhi Alvida Naa Kehna,MOVIE,"Dev and Maya are both married to different people. Settled into a life of domestic ritual, and convinced that they are happy in their respective relationships, they still yearn for something deeper and more meaningful, which is precisely what they find in each other.",2006,PG,193,tt0449999,6,19797
503,503.0,tm31335,Golmaal Returns,MOVIE,"Golmaal Returns, the much-awaited follow-up to the uproariously comical smash-hit Golmaal, arrives with a renewed star power, chartbusting music and more laughter than ever before!",2008,PG,135,tt1092005,5,7884
506,506.0,tm165809,Bluffmaster!,MOVIE,"Roy is a professional conman, who has raised his work to the level of an art. The only true thing he has is his love for Simmi someone who is so rooted, honest and sincere, that he can't bring himself to tell her the reality of who he is. But when his past catches up with him, she cannot forgive him for the deceit their relationship is built on. He loses her forever. That's when Aditya Srivastav enters the picture. He is the counterpoint to everything that Roy is as frantic as Roy is calm, as dumb as Roy is smart, as messy and untidy as Roy is smooth. They have only one thing in common. Aditya is a conman too. At least he thinks of himself as one. In Roy's book, he's an embarrassment. But one that won't go away!",2005,PG,137,tt0476527,6,6313
507,507.0,tm89764,Inuyasha the Movie 4: Fire on the Mystic Island,MOVIE,"The mysterious island of Houraijima has reappeared after 50 years, and with its reappearance has brought the attack of four gods, the Shitoushin, who have their eyes set on the powers that protect and sustain the island. Now it's up to Inuyasha and his friends, along with Sesshoumaru, to find a way to defeat the powerful Shitoushin.",2004,PG-13,88,tt0473658,7,1826
513,513.0,ts98353,DreamWorks Spooky Stories,SHOW,A collection of animated tales includes shrek's thrilling tales and scared shrekless.,2009,TV-PG,26,tt6958564,6,19
515,515.0,tm96168,Once Upon a Time in Mumbaai,MOVIE,"A tale of two gangsters from the eras of past and present, whose lives enter parallel paths as they struggle to survive within Bombay's criminal underworld.",2010,PG-13,132,tt1395054,7,17494
517,517.0,tm88366,Main Hoon Na,MOVIE,"An army major goes undercover as a college student. His mission is both professional and personal: to protect his general's daughter from a radical militant, and to find his estranged half-brother.",2004,PG,179,tt0347473,7,35142
518,518.0,tm101684,Romantik Komedi,MOVIE,"Esra, Didem ve Zeynep Ã§ok yakÄ±n arkadaÅŸ olmalarÄ±na raÄŸmen birbirinden farklÄ± hayatlar sÃ¼rdÃ¼ren farklÄ± karakterlere sahip Ã¼Ã§ kiÅŸidir. Sessiz sakin olan Esra, deli dolu olanï¿½ Didem ve dominant karaktere sahip olan Zeynep.. Bu Ã¼Ã§ arkadaÅŸtan istikrarlÄ± olarak iliÅŸkisini sÃ¼rdÃ¼rebilmiÅŸ olan Zeynep'in dÃ¼ÄŸÃ¼nÃ¼ hem Esra'nÄ±n hem de Didem'in hayatÄ±nda deÄŸiÅŸik sÃ¼prizlere neden olacaktÄ±r. Ä°stemediÄŸi bir iÅŸte yÄ±llardÄ±r Ã§alÄ±ÅŸan Esra bir cesaret Ã¶rneÄŸi gÃ¶stererek, hayatÄ±nÄ± deÄŸiÅŸtirmeye karar verir. Bunun iÃ§in ilk adÄ±mÄ± atar ve iÅŸinden istifa eder, kÃ¶tÃ¼ giden iliÅŸkisini sona erdirir. Uzun iÅŸ aramalarÄ±ndan sonra zar zor iÅŸ bulduÄŸu reklam ajansÄ±na Ã§alÄ±ÅŸmaya baÅŸlayana Esra'yÄ± bir sÃ¼rpriz bekliyordur.",2010,G,110,tt1587263,5,5060
